Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2019,10,October,13409,0,83
B02167,MADISON LIMOUSINE INC,,2020,12,December,8,0,2
B02522,CHAUFFEURED EXECUTIVE TRANSPORTATION LLC,,2018,10,October,594,0,20
B01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2020,3,March,29,0,3
B02453,MCW CAR & LIMO INC.,,2015,7,July,688,0,14
B02707,CORONA PLAZA CAR & LIMO SERVICES INC.,,2016,5,May,1374,0,19
B01644,MUSIC EXPRESS/N.Y. INC,,2017,9,September,1512,0,49
B02651,SAROS TRANSPORTATION GROUP INC.,,2018,2,February,204,0,16
B02037,KINGSDALE DISPATCH INC,,2019,4,April,1392,0,11
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2016,4,April,818,0,5
B03064,AP LUXURY LIMOUSINE INC,,2021,4,April,19,0,2
B01738,SAETA CAR SERVICE INC.,,2017,10,October,2233,0,14
B03128,RIDE SMART CORP.,,2019,11,November,805,0,17
B02308,NORWOOD CAR & LIMO INC.,,2019,3,March,40,0,12
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2017,5,May,29,0,4
B01742,"AVALON TRANSPORTATION, LLC",,2018,4,April,363,0,10
B02823,AAA FAMILY LIMOUSINE SERVICE INC,,2017,7,July,17,0,3
B00381,BELL RADIO INC,,2016,12,December,4974,0,112
B00196,NEW EASY WAY RADIO DISP INC,,2019,7,July,113,0,5
B03338,A & T NYC LIMO LLC,,2021,7,July,62,0,1
B00481,806 SERVICE LLC,18TH AVENUE PRIVATE CAR SERVICE INC,2016,11,November,1939,0,10
B03135,28 EXPRESS INC.,,2019,4,April,31,0,2
B00296,PRIME TIME TRANS. INC,,2019,9,September,824,0,33
B00837,CAREY LIMO N Y INC,,2016,3,March,12432,0,242
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2017,4,April,4492,0,13
B02760,VISMAR RADIO DISPATCH INC.,,2020,6,June,22,0,3
B03247,Q FAMILY DIGITAL DISPATCH CORP.,,2021,12,December,110,0,4
B02729,LOW TOUCH LUXURY INC.,,2017,6,June,275,0,19
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2020,3,March,8925,0,434
B02536,SEAGULL RIDE CORP,,2020,8,August,2888,0,10
B00449,A KINGS HWY C/S INC.,,2015,12,December,5859,0,20
B02899,NEW BLACK LUXURY CARS CORP,,2016,6,June,15768,0,107
B02899,NEW BLACK LUXURY CARS CORP,,2020,2,February,139,0,39
B02912,FIRST CLASS LUXURY INC,,2019,7,July,959,0,7
B03017,SDR TRANSPORTATION CORP.,,2020,3,March,6942,0,84
B02664,CORPORATE CAR LTD.,,2021,12,December,82,0,19
B01273,PUERTO RICO CAR SERVICE INC.,,2020,2,February,807,0,5
B01846,ROMANTIQUE LIMOUSINE INC.,,2018,6,June,55,0,10
B02917,C & A BLACK CAR CORP.,,2021,5,May,1354,0,36
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2017,11,November,974,0,24
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2022,4,April,1005,0,8
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2019,9,September,8034,0,143
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2018,4,April,2443,0,60
B01066,DOMINICANA RAD DISP INC,,2020,5,May,405,0,9
B02245,OCEANA CAR AND LIMO,,2016,7,July,5849,0,19
B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2019,5,May,25,0,5
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,,2018,8,August,9585,0,38
B02573,SUNSET PARK CAR SERVICE INC,,2016,4,April,4029,0,18
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2017,1,January,3607,0,18
B02823,AAA FAMILY LIMOUSINE SERVICE INC,,2019,10,October,43,0,4
B01525,NORTHSIDE BK LLC,,2015,9,September,1717,0,176
B03051,VILLE DE LA LIBERTE CHAUFFEUR INC,,2020,9,September,2896,0,19
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2021,9,September,2331,0,16
B02162,A B C SHUTTLE SERVICES CORPORATION,ABC CAR SERVICES,2022,5,May,8239,0,53
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2017,2,February,3961,0,25
B02537,ALLTOWN LIMO CORP.,,2018,1,January,8745,0,86
B02715,GROUNDANYWHERE LLC,,2018,10,October,18946,0,668
B01362,AMERICAN BASE NO.1 INC.,,2021,11,November,3186,0,18
B03057,PROSPECT LUXURY CAR SERVICE,,2022,6,June,102,0,2
B02984,GRAND PRIX TRANSPORTATION LLC,,2018,4,April,34,0,4
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2015,12,December,10994,0,23
B00030,TREMONT DISPATCHING CORP,,2019,1,January,507,0,6
B02912,FIRST CLASS LUXURY INC,,2020,9,September,646,0,5
B01148,EVELYN CAR SERVICE INC,,2018,4,April,1458,0,10
B02016,PLANET LIMOUSINE LLC,,2019,8,August,1237,0,38
B03033,FLEX EXPRESS CORP.,,2018,6,June,4611,0,24
B01424,EAGLE CAR & LIMO LTD.,,2020,9,September,62,0,1
B01913,MIRAGE LIMOUSINE SERVICE INC,,2016,6,June,1138,0,24
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2017,9,September,17908,0,83
B02825,GUADALUPANA II CAR & LIMO INC,,2017,6,June,1406,0,6
B01742,"AVALON TRANSPORTATION, LLC",,2015,10,October,859,0,27
B02228,SPECIAL RADIO DISP.CORP.,,2022,6,June,1,0,1
B03290,VOCES TRANSPORTATION MANAGEMENT CORP,,2021,8,August,167,0,7
B00472,FARRELL'S LEASING CO.,,2020,1,January,572,0,39
B01479,PRATT CAR SERVICE INC,,2015,11,November,2163,0,15
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2018,8,August,2464,0,66
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2016,4,April,2055,0,14
B02787,SEMPERIDE LLC,,2021,3,March,14,0,1
B02975,LI YANG LIMOUSINE INC,,2019,12,December,3491,0,27
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2018,9,September,1741,0,19
b01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2016,6,June,14417,0,70
B03008,CROWN CAR & LIMO SERVICE INC.,,2019,11,November,48,0,5
B03171,HIGHLAND TRANSPORTATION MANAGEMENT CORP.,,2022,2,February,3962,0,29
LYFT,LYFT,LYFT,2017,12,December,3031881,573577,35077
B03127,ULTIMATE BLACK CAR CORP.,,2021,7,July,2174,0,18
B02990,GO MY SEDAN LLC,,2019,8,August,1283,0,22
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2019,3,March,243,0,62
B00171,CURB TRANSPORTATION SERVICES LLC.,,2022,1,January,133,0,15
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2018,6,June,2460,0,18
B01800,EMPIRE INTERNATIONAL LTD.,,2019,1,January,7537,0,257
B03164,KISS LUXURY TRANSPORTATION INC.,,2019,2,February,2893,0,12
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2017,2,February,876,0,14
B00151,KINGSBAY CAR SERVICE INC,,2016,3,March,94,0,28
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2016,4,April,4318,0,15
B02346,PIA CAR LIMO. INC.,,2018,12,December,72,0,2
B02749,FACE LIMO INC,,2016,1,January,66,0,8
B00449,A KINGS HWY C/S INC.,,2021,8,August,3490,0,11
B01938,"ALL STAR LIMOUSINE SERVICE, LTD.",,2017,12,December,2513,0,73
B02769,MAVROS TRANSPORTATION INC,,2017,3,March,116,0,5
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2016,1,January,3002,0,14
B02687,ECO RIDE INC.,ELECTRIC BLUE CAR SERVICE,2020,5,May,401,0,5
B00014,NY ONE CORP CAR INC,,2020,11,November,778,0,121
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2018,1,January,1791,0,60
B00889,MEXICANA CAR SERVICE INC.,,2020,9,September,2765,0,18
B02521,"PICTURE PROPERTIES, INC.",DEUCES TRANSPORT SERVICES,2018,4,April,6480,0,17
B00459,910 CAR SERVICE INC,,2017,2,February,8434,0,45
B02016,PLANET LIMOUSINE LLC,,2018,2,February,1778,0,39
B02803,OUTSIDE'S CAR SERVICE INC.,,2018,10,October,7084,0,40
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2018,11,November,698,0,5
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2019,4,April,5178,0,41
B02731,EMES OF BOROPARK CAR SERVICE INC,,2018,1,January,710,0,6
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2017,10,October,16006,0,114
B01739,CITY CAR SERVICE CORP,DIGITAL CAR SERVICE,2017,3,March,2704,0,12
B02182,"FINEST CAR SERVICE, LLC",,2017,8,August,6417,0,46
B03242,U1ST TRANSPORTATION SERVICES LLC,,2021,6,June,254,0,4
B02248,HYBRID LIMO EXPRESS INC.,,2020,3,March,300,0,2
B00823,"EASTERN L.P.B.,INC.",EASTERN CAR SVCE,2022,5,May,862,0,28
B01779,APEX CAR & LIMO SVCE INC,,2021,6,June,182,0,8
B01346,ARECIBO C/S INC,,2018,8,August,6592,0,39
B01065,EL BARRIO'S CAR SERVICE LLC,,2020,6,June,6977,0,48
B01721,W.K. CAR & LIMO SERVICE INC,,2020,9,September,632,0,5
B02133,"TWR CAR & LIMO, INC.",,2017,7,July,5549,0,79
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2021,7,July,704,0,16
B01614,R TRANSPORT INC,,2020,1,January,324,0,6
B01215,ECUADOOR CORP,,2020,8,August,1979,0,13
B03062,BQN VOUCHER INC,,2021,1,January,1298,0,7
B02846,DLS TRANSPORTATION CORP.,,2021,8,August,2242,0,20
B02355,BWJ GROUP INC,,2018,12,December,639,0,3
B02899,NEW BLACK LUXURY CARS CORP,,2017,2,February,12366,0,38
B02468,GROUNDLINK HOLDINGS LLC,GROUNDLINK YOUR'E GOOD TO GO,2018,1,January,914,0,53
B01250,BELLE MANAGEMENT CORP.,GLEN BELLE CAR SERVICE,2018,12,December,477,0,15
B02715,GROUNDANYWHERE LLC,,2016,9,September,13938,0,356
B02737,BWJ GROUP INC,,2016,8,August,6882,0,28
B02724,PRIME TIME LIMOUSINE INC.,PRIME TIME GLOBAL,2016,1,January,161,0,17
B01436,NEW PRONTO TRANSP INC,,2017,5,May,1614,0,22
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2021,5,May,59,0,3
B02899,NEW BLACK LUXURY CARS CORP,,2021,11,November,99,0,39
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2017,7,July,29,0,15
B02248,HYBRID LIMO EXPRESS INC.,,2018,2,February,1704,0,8
B00196,NEW EASY WAY RADIO DISP INC,,2018,8,August,236,0,9
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2021,2,February,2026,0,31
B01811,IVOIRE LIMO INC.,,2017,7,July,894,0,24
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2017,8,August,20024,0,122
B02905,PUEBLA LUXURY CORP,,2021,10,October,7768,0,36
B01739,CITY CAR SERVICE CORP,DIGITAL CAR SERVICE,2018,8,August,1170,0,20
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2015,12,December,10461,0,30
B02355,BWJ GROUP INC,,2017,12,December,1252,0,6
B01522,"STM ENTERPRISES,INC",JAVA CAR & LIMOUSINE SERVICE,2019,6,June,6,0,1
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2020,11,November,2025,0,15
B02901,GALLANT LUXURY SERVICE CORP.,,2018,8,August,5580,0,90
B01913,MIRAGE LIMOUSINE SERVICE INC,,2021,11,November,581,0,27
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2021,5,May,1099,0,5
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2019,7,July,5001,0,23
B02705,GROUND JET EXECUTIVE TRANSPORTATION LLC,,2016,10,October,94,0,6
B00608,SUMMIT CORPORATE CAR INC.,,2019,7,July,1008,0,27
B00948,510 CAR SERVICE CORP,,2020,10,October,2314,0,16
B01469,"BROTHERS CAR SERVICE, INC.",,2019,5,May,8749,0,59
B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2018,2,February,1056,0,5
B02664,CORPORATE CAR LTD.,,2016,8,August,208,0,45
B03072,CONVENIENCE RIDE TRANSPORTATION SERVICES INC.,,2018,7,July,154,0,6
B00037,TRANSP UNLIMITED C/S,,2019,11,November,6774,0,28
B02243,BARONAS LUXURY II INC,,2017,11,November,7942,0,110
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2020,12,December,3,0,2
B01312,BROOKLYN RAD DISP INC,,2015,12,December,27505,0,192
B01231,GO CAR CORP.,,2017,5,May,4397,0,24
B02727,OSCAR LIMOUSINE INC,,2016,7,July,219,0,6
B01811,IVOIRE LIMO INC.,,2015,1,January,8742,0,54
B03017,SDR TRANSPORTATION CORP.,,2022,5,May,5297,0,30
B02536,SEAGULL RIDE CORP,,2017,2,February,5363,0,11
B00196,NEW EASY WAY RADIO DISP INC,,2017,1,January,597,0,17
B02881,DIANE CAR AND LIMO SERVICE LLC,,2022,1,January,2841,0,20
B01413,SFL INC,,2017,12,December,1766,0,42
B00919,HARLEM CARS INC.,,2019,1,January,5777,0,38
B01362,AMERICAN BASE NO.1 INC.,,2017,12,December,9976,0,66
B02573,SUNSET PARK CAR SERVICE INC,,2020,5,May,661,0,4
B01285,UNION RADIO DISPATCH INC,,2017,9,September,20420,0,125
B00821,ATLANTIC CAR SVCE,,2022,4,April,10608,0,59
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2021,4,April,85,0,2
B00693,BUSHWICK CAR SVCE INC,,2019,6,June,155,0,1
B01340,UNICAR COMPANY INC,,2022,6,June,6189,0,30
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2016,3,March,5355,0,27
B02379,THE OPTION TRANSPORTATION CORP.,,2020,11,November,453,0,7
B01913,MIRAGE LIMOUSINE SERVICE INC,,2022,6,June,493,0,22
B02968,NEW GENERATION BLACK CAR TRANSPORTATION CORP.,,2021,5,May,5571,0,26
B02461,NEW HEAVEN RADIO DISPATCH CORP,,2018,4,April,7230,0,71
B02811,M.L TRIPS CORP.,,2022,3,March,521,0,14
b00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2016,7,July,77,0,1
B00449,A KINGS HWY C/S INC.,,2018,11,November,2227,0,10
B00225,DELANCEY TRANSPORTATION INC.,,2018,10,October,7455,0,44
B01989,"ICS-NY, INC.",,2018,9,September,332,0,20
B02811,M.L TRIPS CORP.,,2016,1,January,390,0,21
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2017,1,January,677,0,3
B02331,"CHICO EXPRESS LIMO, INC.",,2017,10,October,1728,0,6
B02254,"FINESSE GROUP LIMOUSINE,INC.",,2019,5,May,365,0,4
B03015,TRI-COUNTY BLACK CARS INC,,2020,3,March,2035,0,11
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2017,11,November,9837,0,49
B02249,"LA RAZA CAR SERVICE, INC.",,2017,12,December,8585,0,47
B02292,NEW YORK APPLE V.I.P. CORP,,2015,7,July,376,0,27
B03080,AMBAR TRANSPORTATION INC.,,2019,11,November,6232,0,83
B00221,PROFESSIONAL CAR SERVICE INC,,2022,6,June,2851,0,34
B02167,MADISON LIMOUSINE INC,,2021,10,October,31,0,2
B01522,"STM ENTERPRISES,INC",JAVA CAR & LIMOUSINE SERVICE,2017,9,September,545,0,11
B02823,AAA FAMILY LIMOUSINE SERVICE INC,,2021,2,February,7,0,1
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2020,3,March,176,0,14
B01764,QUICK RIDE CORP.,,2018,9,September,337,0,4
B00459,910 CAR SERVICE INC,,2018,7,July,5611,0,37
B02180,PEGASUS TRANSPORT SERVICE INC.,,2019,2,February,37,0,5
B03334,WTM 365 INC.,U.S. LIMO SYSTEMS,2021,12,December,89,0,8
B01300,KENNEDY RAD DISP INC,,2020,3,March,4275,0,44
B00254,XYZ TWO WAY RADIO,,2017,10,October,18425,0,262
B02972,BLESSING TRANSPORTATION GROUP INC,,2019,10,October,683,0,12
B02180,PEGASUS TRANSPORT SERVICE INC.,,2015,6,June,940,0,39
B01273,PUERTO RICO CAR SERVICE INC.,,2017,2,February,7967,0,53
B01928,DISCOVER LIMO INC,INFINITY LIMO,2017,10,October,47,0,11
B03051,VILLE DE LA LIBERTE CHAUFFEUR INC,,2021,8,August,2485,0,15
B00346,MERRICK C/S INC,,2017,9,September,1582,0,6
B02849,BROOKLYN RIDES CORP,,2017,4,April,5472,0,62
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2016,5,May,2728,0,55
B00001,LONDON TOWNCARS INC,,2015,12,December,2113,0,40
B00254,XYZ TWO WAY RADIO,,2021,5,May,5640,0,93
B02732,KESHES INC,,2016,7,July,649,0,33
B03156,EPIC CAR SERVICE INC.,,2020,2,February,2519,0,37
B02594,FENIX MOBILE DISPATCHERS LTD,,2019,6,June,1296,0,6
B01341,A NEW DAY RAD DISP INC,,2018,12,December,2103,0,16
B02634,VETERANS RADIO DISPATCHER CORP.,,2020,10,October,4032,0,27
B00277,ALL CITY CORP TRANS INC,,2017,12,December,1336,0,47
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2022,4,April,605,0,26
B01877,U.S.A. LIMO. INC.,BLUE LINE,2015,5,May,5451,0,161
B02254,"FINESSE GROUP LIMOUSINE,INC.",,2018,12,December,593,0,5
B02537,ALLTOWN LIMO CORP.,,2021,4,April,2387,0,22
B02509,NY MINUTE CAR SERVICE INC.,,2021,9,September,3117,0,25
B02462,TIFFANY'S CAR SERVICE INC.,,2021,8,August,359,0,8
B02505,TRELAWNY CAR SERVICE INC,,2018,5,May,2789,0,16
B01312,BROOKLYN RAD DISP INC,,2022,2,February,24141,0,259
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2017,1,January,2297,0,10
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2019,2,February,852,0,38
B03299,WHITE TOP CAR SVCE INC,,2022,3,March,7307,0,42
B02590,LUXOR LIMO INC,,2016,6,June,1791,0,36
B02968,NEW GENERATION BLACK CAR TRANSPORTATION CORP.,,2022,5,May,7217,0,34
B01386,FENIX PREMIUM CORP.,,2021,8,August,9629,0,41
B02546,X RADIO DISPATCHER INC.,,2015,10,October,659,0,4
B02339,SEDANZ INC.,,2017,6,June,188,0,8
b01124,COOPERATIVA CLBNA DE CON INC,,2016,8,August,9932,0,66
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2021,1,January,430,0,6
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2017,10,October,2864,0,18
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2018,6,June,2198,0,21
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2021,1,January,225,0,13
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2020,11,November,3322,0,82
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2021,12,December,197,0,6
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2019,8,August,77,0,9
B01336,BAY EXPRESS CORP.,,2017,3,March,4946,0,28
B00210,"HOWARD CAR SERVICE,INC.",,2018,11,November,107,0,12
B02416,"NEW STORM CAR SERVICE, INC.",,2016,2,February,9309,0,16
B02724,PRIME TIME LIMOUSINE INC.,PRIME TIME GLOBAL,2016,7,July,195,0,16
B01273,PUERTO RICO CAR SERVICE INC.,,2018,7,July,6315,0,34
B01466,FIVE STAR,,2017,10,October,1912,0,16
B02288,SAFARI TRANSPORTATION INC.,,2018,4,April,28,0,2
B01875,ON LINE LIMOUSINE LLC,,2016,2,February,3371,0,65
B03206,KIDMOTO TECHNOLOGIES LLC,,2020,3,March,42,0,10
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2020,12,December,4142,0,13
B00882,U N C CAR & LIMO SERVICE,,2017,7,July,203,0,9
B02107,APOLLO RADIO DISPATCH INC.,,2018,10,October,6851,49,53
B02509,NY MINUTE CAR SERVICE INC.,,2017,8,August,1127,0,5
B02061,ROYAL COACHMAN LTD.,,2017,11,November,65,0,9
B00084,AUTOMOTIVE SVC SYSTEM INC,,2015,11,November,143,0,18
B02913,DAT TRANSPORTATION INC.,,2019,6,June,245,0,9
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2019,12,December,510,0,18
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2015,10,October,6546,0,21
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2018,4,April,1403,0,15
B01721,W.K. CAR & LIMO SERVICE INC,,2019,11,November,2307,0,19
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2017,12,December,3054,0,73
B01626,LA NUEVA QUISQUEYA C/S INC,,2021,7,July,11076,0,51
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2016,11,November,60008,0,744
B03156,EPIC CAR SERVICE INC.,,2020,10,October,1181,0,10
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2016,2,February,1342,0,26
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2022,6,June,184,0,6
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2016,3,March,8537,0,173
B02419,PATRON CAR SERVICE INC,,2019,3,March,1,0,1
B02825,GUADALUPANA II CAR & LIMO INC,,2018,4,April,3909,0,17
B00556,SURREY CADILLAC LIMO SVC INC,,2019,1,January,583,0,17
B00919,HARLEM CARS INC.,,2016,11,November,13426,0,87
B01311,DISCOUNT CAR SVCE,,2019,12,December,999,0,10
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2021,5,May,401,0,5
B01710,"79 MASADA III, INC.",MASADA III,2021,11,November,9116,0,38
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2020,7,July,9649,0,80
B01741,MONACO LIMO & CAR SERVICES INC.,,2016,8,August,2013,0,15
B01268,LAKEVIEW CARS INC.,CLOVE LAKE CARS,2021,12,December,1288,0,77
B00013,LOVE CORPORATE CAR INC,,2022,4,April,848,0,195
B02252,ASIANA LIMOUSINE INC.,,2015,9,September,103,0,5
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2016,2,February,1335,0,55
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,2015,7,July,1737,0,63
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2020,3,March,130,0,10
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2017,5,May,7328,0,20
B00196,NEW EASY WAY RADIO DISP INC,,2019,9,September,72,0,4
B03126,YUR DRIVERS NETWORK INC,,2019,12,December,479,0,11
B03390,READY GO USA INC,,2022,1,January,37,0,5
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2017,9,September,60,0,7
B00208,ERNEST SCHWARZ INC,,2015,10,October,241,0,5
B01391,ROSE 'N' DALE C/S INC,,2019,2,February,1515,0,10
B00208,ERNEST SCHWARZ INC,,2018,10,October,118,0,4
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2022,5,May,100,0,2
B02926,SAI EXECUTIVE LIMO CORP,,2018,10,October,26,0,4
B03107,JD XPRESS INC.,,2021,9,September,389,0,5
B03225,ALCON EXPRESS INC,,2019,5,May,1,0,1
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2020,3,March,2275,0,12
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,2016,8,August,1328,0,50
B03403,BLACK LIGHT CHAUFFEUR SERVICES LLC,,2022,4,April,30,0,2
B01311,DISCOUNT CAR SVCE,,2022,5,May,366,0,4
B03056,INSPIRATION GROUP INC,,2018,6,June,763,0,21
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2020,2,February,265,0,7
B02180,PEGASUS TRANSPORT SERVICE INC.,,2021,2,February,3,0,2
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2021,5,May,935,0,9
B02729,LOW TOUCH LUXURY INC.,,2019,4,April,282,0,18
B01436,NEW PRONTO TRANSP INC,,2018,10,October,760,0,14
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2019,7,July,1073,0,16
B00222,"REYNO CAR SVC, INC.",,2021,2,February,496,0,8
B00889,MEXICANA CAR SERVICE INC.,,2020,6,June,2285,0,13
B02311,FAST CITY CAR & LIMO SVC INC.,,2017,9,September,1882,0,11
B02972,BLESSING TRANSPORTATION GROUP INC,,2018,8,August,434,0,7
B02453,MCW CAR & LIMO INC.,,2018,12,December,35,0,8
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2016,6,June,4679,0,82
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2016,6,June,249,0,3
B02769,MAVROS TRANSPORTATION INC,,2020,10,October,1781,0,9
B01051,B Q N C/S CORP,,2016,4,April,48868,0,248
B03017,SDR TRANSPORTATION CORP.,,2020,4,April,2549,0,27
B01362,AMERICAN BASE NO.1 INC.,,2015,9,September,33159,0,254
B02160,"12TH STREET LUXURY CARS, INC.",,2016,1,January,152,0,26
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2021,12,December,152,0,10
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2020,1,January,2010,0,53
B01537,S.I. SPEED INC.,,2020,7,July,1040,0,3
B01710,"79 MASADA III, INC.",MASADA III,2018,4,April,3783,0,26
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2021,11,November,201,0,6
B02832,NYC FLY WHEELS INC.,,2018,4,April,209,0,10
B00597,WAKEFIELD LSG MAINT CORP,,2021,9,September,184,0,4
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2018,3,March,986,0,53
B00647,KISS CAR SERVICE INC,,2020,4,April,10841,0,64
B01386,FENIX PREMIUM CORP.,,2015,8,August,56642,0,205
B01710,"79 MASADA III, INC.",MASADA III,2015,10,October,406,0,6
B02803,OUTSIDE'S CAR SERVICE INC.,,2017,2,February,2213,0,18
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2017,2,February,2065,0,5
B01452,AREAS TRANSP INC,,2015,10,October,4214,0,17
B02501,"EAST HANOVER AUTO SALES, INC.",MY LIMOUSINE SERVICE,2016,5,May,87,0,10
B01318,LOWER EAST SIDE C/S CORP,,2016,11,November,10296,0,54
B03242,U1ST TRANSPORTATION SERVICES LLC,,2020,9,September,196,0,5
B03074,BLACKBIRD WORLDWIDE CORP,,2020,2,February,331,0,11
B01854,EUROPE LIMOUSINE SERVICE INC,,2017,7,July,746,0,45
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2020,2,February,9628,0,58
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2020,1,January,719,0,7
B00221,PROFESSIONAL CAR SERVICE INC,,2018,12,December,7698,0,49
B00221,PROFESSIONAL CAR SERVICE INC,,2019,4,April,6412,0,49
B03077,MGL TRANSPORT01INC,,2018,9,September,99,0,10
B02725,KIRIN TRANSPORTATION INC,,2016,3,March,1934,0,32
